"","X","obs","Y"
"59",0.059,59,0.0994418023281097
"60",0.06,60,0.102256527463952
"61",0.061,61,0.173093476195091
"62",0.062,62,0.0216724912309432
"63",0.063,63,0.003282544100544
"64",0.064,64,0.0322565359943055
"65",0.065,65,0.0560927289846717
"66",0.066,66,0.0477556991048486
"67",0.067,67,0.0679114238264095
"68",0.068,68,0.158441376819311
"69",0.069,69,0.111190551089688
"70",0.07,70,0.187359452988407
"71",0.071,71,0.0993660284540778
"72",0.072,72,0.094193118166413
"73",0.073,73,0.185251741641252
"74",0.074,74,0.0451085926030489
"75",0.075,75,0.0245279752106269
"76",0.076,76,0.10848671712936
"77",0.077,77,-0.123983882365587
"78",0.078,78,0.156656033130902
"79",0.079,79,0.0393537027981923
"80",0.08,80,0.057641659781048
"81",0.081,81,0.092664217750731
"82",0.082,82,0.0449399998177153
"83",0.083,83,0.0847485865999773
"84",0.084,84,0.15630333830669
"85",0.085,85,0.134614505398422
"86",0.086,86,0.0427727628357569
"87",0.087,87,0.162254003330788
"88",0.088,88,-0.00696455932367496
"89",0.089,89,-0.0675076891687086
"90",0.09,90,0.0868053082517045
"91",0.091,91,0.12398444390303
"92",0.092,92,0.137628094941838
"93",0.093,93,0.0813019155856428
"94",0.094,94,-0.0616703419693234
"95",0.095,95,0.141016586591273
"96",0.096,96,-0.0401243337788432
"97",0.097,97,0.138922160282054
"98",0.098,98,-0.0488799416133034
"99",0.099,99,0.130620530141208
"100",0.1,100,0.127640487665868
"101",0.101,101,0.133942404127283
"102",0.102,102,0.12650313605479
"103",0.103,103,0.06761060160979
"104",0.104,104,-0.0837118822111466
"105",0.105,105,-0.0210101435167665
"106",0.106,106,-0.0859198524197427
"107",0.107,107,0.0457512162895815
"108",0.108,108,0.0518107199009492
"109",0.109,109,-0.0727199366021772
"110",0.11,110,0.0438153713669563
"111",0.111,111,0.111638935304677
"112",0.112,112,0.188870780280551
"113",0.113,113,0.249917396049344
"114",0.114,114,0.184894948950803
"115",0.115,115,-0.101830815798957
"116",0.116,116,0.0537673644710156
"117",0.117,117,-0.181361674767396
"118",0.118,118,0.0905657147709783
"119",0.119,119,0.200280487902385
"120",0.12,120,0.288290430238072
"121",0.121,121,0.28323309631264
"122",0.122,122,-0.059019174216002
"123",0.123,123,0.254297042315578
"124",0.124,124,0.00938461070293824
"125",0.125,125,0.2798353538988
"126",0.126,126,0.162103447835965
"127",0.127,127,0.101125070624445
"128",0.128,128,0.129595287535525
"129",0.129,129,0.340985844475344
"130",0.13,130,0.109228587690365
"131",0.131,131,0.214163696273862
"132",0.132,132,0.212572708612304
"133",0.133,133,-0.020226561800337
"134",0.134,134,0.225758165830996
"135",0.135,135,0.358416419317894
"136",0.136,136,0.114254238208681
"137",0.137,137,0.0162124289132949
"138",0.138,138,0.0961173267840827
"139",0.139,139,0.0675719006178721
"140",0.14,140,0.245495436446485
"141",0.141,141,0.338481347769648
"142",0.142,142,0.252538702170302
"143",0.143,143,0.10302191688697
"144",0.144,144,0.261846390669069
"145",0.145,145,0.138579437576701
"146",0.146,146,0.109962009204182
"147",0.147,147,0.243615925441103
"148",0.148,148,-0.00184394527553564
"149",0.149,149,0.0750057732165877
"150",0.15,150,0.409174355186981
"151",0.151,151,0.237215008914725
"152",0.152,152,0.300256186312869
"153",0.153,153,0.227167393257975
"154",0.154,154,0.106932311015237
"155",0.155,155,0.0829591296465057
"156",0.156,156,-0.226006390388709
"157",0.157,157,0.136134012869384
"158",0.158,158,0.0904320963696239
"159",0.159,159,0.311221876772577
"160",0.16,160,0.0365198314408097
"161",0.161,161,0.0950499770751789
"162",0.162,162,0.00604982022368722
"163",0.163,163,0.491472933416342
"164",0.164,164,0.234787514718935
"165",0.165,165,0.0842773040725549
"166",0.166,166,-0.0484420632790196
"167",0.167,167,0.256581535212095
"168",0.168,168,0.159361285982507
"169",0.169,169,0.0858448028265156
"170",0.17,170,0.0202988180934906
"171",0.171,171,-0.123892167428973
"172",0.172,172,0.185438558271342
"173",0.173,173,0.132154066262596
"174",0.174,174,0.291085467970554
"175",0.175,175,0.142078860686251
"176",0.176,176,0.215806021630842
"177",0.177,177,0.23499771097239
"178",0.178,178,0.00673045956105531
"179",0.179,179,0.448733260183278
"180",0.18,180,-0.120920556981724
"181",0.181,181,0.201010125302651
"182",0.182,182,-0.0228843682081107
"183",0.183,183,0.180035495881483
"184",0.184,184,0.227946734089149
"185",0.185,185,0.276663383020397
"186",0.186,186,-0.126769499967623
"187",0.187,187,0.0768289096583391
"188",0.188,188,-0.0961919135267127
"189",0.189,189,0.232474524736638
"190",0.19,190,0.24561760917302
"191",0.191,191,0.0557094161216748
"192",0.192,192,0.149604344228115
"193",0.193,193,0.127724445265455
"194",0.194,194,0.0988656915855387
"195",0.195,195,0.216500348035784
"196",0.196,196,-0.0714391003715682
"197",0.197,197,0.25084268195559
"198",0.198,198,-0.0531484873246877
"199",0.199,199,0.263830352810876
"200",0.2,200,0.48720643241679
"201",0.201,201,0.0650418607094677
"202",0.202,202,0.0456224008446871
"203",0.203,203,0.0185399980094957
"204",0.204,204,0.378788357082549
"205",0.205,205,0.417616640829735
"206",0.206,206,0.447011023333314
"207",0.207,207,0.299579833885082
"208",0.208,208,0.100009609498385
"209",0.209,209,-0.00814248743117676
"210",0.21,210,0.404767776188966
"211",0.211,211,0.178376665253288
"212",0.212,212,0.192252334231663
"213",0.213,213,0.0788700687187271
"214",0.214,214,-0.124687567042697
"215",0.215,215,0.351904756212268
"216",0.216,216,0.352294219239698
"217",0.217,217,0.0227620136424903
"218",0.218,218,0.113533385906621
"219",0.219,219,-0.122226981856119
"220",0.22,220,0.0504393632365621
"221",0.221,221,0.0277269242772726
"222",0.222,222,0.181301694454999
"223",0.223,223,0.543868110003285
"224",0.224,224,0.0850914746346493
"225",0.225,225,0.109049369209691
"226",0.226,226,0.533429084802522
"227",0.227,227,0.0595432907831688
"228",0.228,228,0.415311594232804
"229",0.229,229,-0.0282774546504046
"230",0.23,230,0.41512696793495
"231",0.231,231,0.23523340537353
"232",0.232,232,0.11094019429489
"233",0.233,233,-0.0437880131243501
"234",0.234,234,0.168388284680133
"235",0.235,235,0.272961404605197
"236",0.236,236,0.0950190766142322
"237",0.237,237,0.256192767868109
"238",0.238,238,0.218878591518013
"239",0.239,239,0.0672672117795266
"240",0.24,240,0.13426613428859
"241",0.241,241,0.661305456626323
"242",0.242,242,0.629513061050412
"243",0.243,243,0.300898312087683
"244",0.244,244,0.139141070948703
"245",0.245,245,0.293190281205942
"246",0.246,246,0.355818211924812
"247",0.247,247,-0.00672414242706348
"248",0.248,248,0.248106550037857
"249",0.249,249,0.276386980326149
"250",0.25,250,0.48448840571618
"251",0.251,251,0.105440920240396
"252",0.252,252,0.252375327319497
"253",0.253,253,0.390472239127452
"254",0.254,254,0.321325014943442
"255",0.255,255,0.455240561077668
"256",0.256,256,0.615048604296534
"257",0.257,257,0.0488528296405939
"258",0.258,258,0.461456611397079
"259",0.259,259,0.235879009008895
"260",0.26,260,0.0995702876734136
"261",0.261,261,0.397307295250618
"262",0.262,262,0.837056060302813
"263",0.263,263,0.348052168434598
"264",0.264,264,0.478959274481581
"265",0.265,265,0.304867884789597
"266",0.266,266,0.0541858097481069
"267",0.267,267,0.478771816636442
"268",0.268,268,0.926224510741281
"269",0.269,269,0.322169773515574
"270",0.27,270,-0.0671911953458585
"271",0.271,271,0.317099298452476
"272",0.272,272,0.129547727549602
"273",0.273,273,-0.140029945881691
"274",0.274,274,0.259709499850536
"275",0.275,275,-0.361398624372583
"276",0.276,276,0.443158397687795
"277",0.277,277,-0.263912869597431
"278",0.278,278,0.513783290013389
"279",0.279,279,0.969362045035913
"280",0.28,280,0.581579854020324
"281",0.281,281,0.521369552268085
"282",0.282,282,0.405575142669729
"283",0.283,283,0.187290915445264
"284",0.284,284,0.430268214351468
"285",0.285,285,0.464970877299294
"286",0.286,286,0.148705776027885
"287",0.287,287,0.0033805168437509
"288",0.288,288,0.431811522157306
"289",0.289,289,0.221039385805851
"290",0.29,290,0.285975424500469
"291",0.291,291,0.173671156310841
"292",0.292,292,0.841771054999323
"293",0.293,293,0.234025322444428
"294",0.294,294,0.154805606143943
"295",0.295,295,0.31709083232729
"296",0.296,296,0.736075700360675
"297",0.297,297,0.0172977103213294
"298",0.298,298,0.623730792268189
"299",0.299,299,0.0829125538002314
"300",0.3,300,0.0235933305626335
"301",0.301,301,0.249438752273163
"302",0.302,302,0.500246405183863
"303",0.303,303,0.479334694435843
"304",0.304,304,0.369214437806006
"305",0.305,305,-0.00630226128973899
"306",0.306,306,0.202176084159288
"307",0.307,307,0.310584664596606
"308",0.308,308,-0.00311381128368654
"309",0.309,309,0.278707890296773
"310",0.31,310,0.0684485641414095
"311",0.311,311,-0.181716669139339
"312",0.312,312,0.651780995152789
"313",0.313,313,-0.176080066931802
"314",0.314,314,0.415251290366089
"315",0.315,315,-0.0910842650985995
"316",0.316,316,0.302748936924943
"317",0.317,317,0.620495487624488
"318",0.318,318,0.644968940234476
"319",0.319,319,-0.0848489574188673
"320",0.32,320,0.509891602661302
"321",0.321,321,0.952167392218389
"322",0.322,322,0.0486267135497361
"323",0.323,323,0.502306707894342
"324",0.324,324,0.259733884169791
"325",0.325,325,0.270022045740266
"326",0.326,326,0.182927699950122
"327",0.327,327,0.200092534215392
"328",0.328,328,0.320213507905144
"329",0.329,329,0.370905208336357
"330",0.33,330,0.445870982048152
"331",0.331,331,0.988445920668418
"332",0.332,332,0.592035146548857
"333",0.333,333,0.516561305550943
"334",0.334,334,-0.253978390911636
"335",0.335,335,0.542680597631506
"336",0.336,336,0.243706077786985
"337",0.337,337,0.274443533108428
"338",0.338,338,0.563119598925594
"339",0.339,339,0.951693929705915
"340",0.34,340,0.207190818592204
"341",0.341,341,0.260221168230512
"342",0.342,342,0.757379852711481
"343",0.343,343,0.747378266280961
"344",0.344,344,0.202514562247993
"345",0.345,345,0.767219716716964
"346",0.346,346,-0.0797958777082153
"347",0.347,347,0.737145639803532
"348",0.348,348,0.722714784852329
"349",0.349,349,0.610213033208651
"350",0.35,350,0.284373762543078
"351",0.351,351,0.328016473680472
"352",0.352,352,0.81206523720967
"353",0.353,353,0.616564052684794
"354",0.354,354,-0.00765245486627447
"355",0.355,355,0.417779725068857
"356",0.356,356,1.04490422934787
"357",0.357,357,0.437122880358579
"358",0.358,358,0.426393414133207
"359",0.359,359,0.571220943315151
"360",0.36,360,0.452221181457738
"361",0.361,361,0.44663415426254
"362",0.362,362,0.683872439466002
"363",0.363,363,0.432940442804967
"364",0.364,364,0.648002803666498
"365",0.365,365,0.160766568314811
"366",0.366,366,0.949655377429469
"367",0.367,367,0.189782748370791
"368",0.368,368,0.0531964752288445
"369",0.369,369,0.719872609414161
"370",0.37,370,-0.00134970538195472
"371",0.371,371,1.16533444056911
"372",0.372,372,0.0145472031465801
"373",0.373,373,0.539083530592231
"374",0.374,374,0.119951629941909
"375",0.375,375,0.288142957078792
"376",0.376,376,0.114179589648977
"377",0.377,377,0.519703061556292
"378",0.378,378,0.57129652171083
"379",0.379,379,0.180607029941943
"380",0.38,380,0.0582771000434428
"381",0.381,381,0.208632761590031
"382",0.382,382,0.020798942296163
"383",0.383,383,0.648133530512136
"384",0.384,384,0.310628838687967
"385",0.385,385,0.813168078049354
"386",0.386,386,0.741808630794505
"387",0.387,387,1.12673181024217
"388",0.388,388,0.488753477503069
"389",0.389,389,0.0694911497421427
"390",0.39,390,-0.28069492986638
"391",0.391,391,0.295655868068495
"392",0.392,392,0.476759983742556
"393",0.393,393,0.620735931519459
"394",0.394,394,-0.167982982048977
"395",0.395,395,0.283927071794931
"396",0.396,396,0.647348453887518
"397",0.397,397,0.842261454551096
"398",0.398,398,0.74757380360604
"399",0.399,399,0.132428976142269
"400",0.4,400,-0.0435863894375152
"401",0.401,401,1.05066374701917
"402",0.402,402,0.524190892279808
"403",0.403,403,0.500182770286614
"404",0.404,404,0.236384493413222
"405",0.405,405,0.59565674702098
"406",0.406,406,0.973349001438245
"407",0.407,407,0.358761287265037
"408",0.408,408,0.752091268581741
"409",0.409,409,0.326965303359666
"410",0.41,410,0.962381265379153
"411",0.411,411,0.522235041860086
"412",0.412,412,0.577377551801074
"413",0.413,413,0.202044474709559
"414",0.414,414,0.73590765531072
"415",0.415,415,0.697012551172969
"416",0.416,416,0.0748184095978355
"417",0.417,417,0.371467284518478
"418",0.418,418,0.593357403304356
"419",0.419,419,0.369705754752644
"420",0.42,420,0.402166787649385
"421",0.421,421,0.663518759396777
"422",0.422,422,-0.182473359320171
"423",0.423,423,0.534965610334515
"424",0.424,424,0.896168111085325
"425",0.425,425,0.423029574268232
"426",0.426,426,0.796575137998128
"427",0.427,427,0.396688065999458
"428",0.428,428,0.586739424720937
"429",0.429,429,1.22548086649708
"430",0.43,430,-0.21810136546189
"431",0.431,431,1.10927113020524
"432",0.432,432,0.425522657743941
"433",0.433,433,0.587857719806726
"434",0.434,434,0.362373364236547
"435",0.435,435,0.477644128867208
"436",0.436,436,0.0721387548467995
"437",0.437,437,0.804720070309543
"438",0.438,438,0.170846445442754
"439",0.439,439,0.6453381962716
"440",0.44,440,0.559538148996264
"441",0.441,441,0.613638546902307
"442",0.442,442,0.515419968686672
"443",0.443,443,-0.0696017516538219
"444",0.444,444,0.0976637679320936
"445",0.445,445,1.09372287740244
"446",0.446,446,0.724595378071681
"447",0.447,447,0.318382889064249
"448",0.448,448,0.745515249388205
"449",0.449,449,0.0137736050046166
"450",0.45,450,0.989420547802233
"451",0.451,451,1.54643863917942
"452",0.452,452,0.0370594133258643
"453",0.453,453,0.927655604198209
"454",0.454,454,0.98264774749201
"455",0.455,455,0.322256855385167
"456",0.456,456,0.302194464822348
"457",0.457,457,0.191643339110399
"458",0.458,458,0.510004238002471
"459",0.459,459,0.414039850887773
"460",0.46,460,-0.0300988923861407
"461",0.461,461,0.726538583571544
"462",0.462,462,0.35054499507436
"463",0.463,463,0.756764435084537
"464",0.464,464,1.56755195660612
"465",0.465,465,0.90910594254536
"466",0.466,466,0.0536174693912416
"467",0.467,467,0.569398945981791
"468",0.468,468,-0.166300034261163
"469",0.469,469,0.43565606759262
"470",0.47,470,0.746780599566892
"471",0.471,471,0.0470495267315563
"472",0.472,472,0.012004576311375
"473",0.473,473,0.403449684102879
"474",0.474,474,0.197500654317015
"475",0.475,475,0.881376391043521
"476",0.476,476,0.0208079964161688
"477",0.477,477,1.25186747017692
"478",0.478,478,0.325430456421042
"479",0.479,479,0.740527358783115
"480",0.48,480,-0.135942214418143
"481",0.481,481,0.669176760648024
"482",0.482,482,0.399637199229953
"483",0.483,483,0.947313647730859
"484",0.484,484,1.16015346123945
"485",0.485,485,0.78718352001446
"486",0.486,486,0.957586348380234
"487",0.487,487,0.829686092707698
"488",0.488,488,0.847763940185352
"489",0.489,489,0.134615397881348
"490",0.49,490,1.25553398510253
"491",0.491,491,0.290681075038973
"492",0.492,492,0.114562186348423
"493",0.493,493,1.46848317003883
"494",0.494,494,0.709473222736957
"495",0.495,495,0.797203581442355
"496",0.496,496,1.2672663038817
"497",0.497,497,-0.410415578614776
"498",0.498,498,0.238608614983455
"499",0.499,499,0.235690208733094
"500",0.5,500,-0.436157404772198
"501",0.501,501,1.2531641693112
"502",0.502,502,0.73535515897634
"503",0.503,503,0.0371060855376315
"504",0.504,504,0.230068526384934
"505",0.505,505,1.13128495284563
"506",0.506,506,-0.166106996381672
"507",0.507,507,0.111324805210807
"508",0.508,508,0.816102625866469
"509",0.509,509,0.88165170255069
"510",0.51,510,-0.22226527551149
"511",0.511,511,0.114291190988052
"512",0.512,512,1.10989645411386
"513",0.513,513,0.411302197310872
"514",0.514,514,-0.131300409022314
"515",0.515,515,0.361509705830574
"516",0.516,516,0.756481804823115
"517",0.517,517,0.807980409013011
"518",0.518,518,1.14964949057536
"519",0.519,519,0.00397576132834743
"520",0.52,520,1.23451392106881
"521",0.521,521,1.03662249709239
"522",0.522,522,0.0866034151318227
"523",0.523,523,-0.674289497564776
"524",0.524,524,0.462076798125304
"525",0.525,525,-0.155799601336271
"526",0.526,526,0.0431764664376875
"527",0.527,527,-0.00199963911725642
"528",0.528,528,0.719660009785807
"529",0.529,529,0.788465161071003
"530",0.53,530,0.478614702667877
"531",0.531,531,1.22340076990076
"532",0.532,532,0.0618529396984509
"533",0.533,533,1.41038983966487
"534",0.534,534,0.0795218253126274
"535",0.535,535,0.64253626087165
"536",0.536,536,1.00469460523885
"537",0.537,537,1.08252707713138
"538",0.538,538,0.425295326011912
"539",0.539,539,1.15212228711722
"540",0.54,540,0.873665043851978
"541",0.541,541,0.494002648346873
"542",0.542,542,0.658175019323327
"543",0.543,543,-0.256377883839397
"544",0.544,544,0.888120526066815
"545",0.545,545,1.29729854152653
"546",0.546,546,1.02218214859728
"547",0.547,547,0.671469789235358
"548",0.548,548,0.312249021689066
"549",0.549,549,0.339077829574675
"550",0.55,550,0.781604572096378
"551",0.551,551,0.758903492517551
"552",0.552,552,0.564204498665598
"553",0.553,553,-0.259709393922562
"554",0.554,554,-0.000348204794100027
"555",0.555,555,0.584469764645132
"556",0.556,556,1.01034005929165
"557",0.557,557,0.885982247634258
"558",0.558,558,0.798770024837193
"559",0.559,559,-0.0302624324218586
"560",0.56,560,0.523874503330805
"561",0.561,561,1.75788724344312
"562",0.562,562,-0.140975110760856
"563",0.563,563,0.413484971352441
"564",0.564,564,0.214579777437028
"565",0.565,565,0.274236799253456
"566",0.566,566,1.25146484764712
"567",0.567,567,1.16969348616968
"568",0.568,568,0.789007977660115
"569",0.569,569,0.279512414984679
"570",0.57,570,1.36485345038649
"571",0.571,571,0.0626817016318335
"572",0.572,572,0.264410192561363
"573",0.573,573,0.206349865750004
"574",0.574,574,0.778963915616025
"575",0.575,575,0.894768135136263
"576",0.576,576,0.423061188167518
"577",0.577,577,0.936583521381231
"578",0.578,578,0.760708949495399
"579",0.579,579,0.482374688312342
"580",0.58,580,0.161838755153421
"581",0.581,581,0.578633950434969
"582",0.582,582,-0.205811975539875
"583",0.583,583,0.108039778140777
"584",0.584,584,0.649296506196977
"585",0.585,585,-0.0294292026946057
"586",0.586,586,1.01626137030213
"587",0.587,587,0.844671665660581
"588",0.588,588,1.23003237440151
"589",0.589,589,0.744994013999556
"590",0.59,590,1.48358089267647
"591",0.591,591,1.03947831383718
"592",0.592,592,-0.798335228682388
"593",0.593,593,0.612520893818007
"594",0.594,594,0.229951485698216
"595",0.595,595,0.567232276124055
"596",0.596,596,1.11246340109924
"597",0.597,597,0.631049828093042
"598",0.598,598,0.244796213997617
"599",0.599,599,0.411892241498139
"600",0.6,600,1.2217673216174
"601",0.601,601,0.752894573287783
"602",0.602,602,0.0760770240901868
"603",0.603,603,0.268081669462353
"604",0.604,604,1.09239676800639
"605",0.605,605,1.46756551914173
"606",0.606,606,0.0179234918726827
"607",0.607,607,0.461526151152856
"608",0.608,608,0.689354752062666
"609",0.609,609,0.600630390352141
"610",0.61,610,0.790638390711559
"611",0.611,611,0.610143048244786
"612",0.612,612,2.01498723128436
"613",0.613,613,0.447126658654908
"614",0.614,614,0.0380705610051914
"615",0.615,615,0.582758968806156
"616",0.616,616,1.35995991665699
"617",0.617,617,0.147991075563497
"618",0.618,618,0.995565343814409
"619",0.619,619,0.804561269066417
"620",0.62,620,1.08867784385922
"621",0.621,621,0.51054111734986
"622",0.622,622,1.73352937022557
"623",0.623,623,0.921635749095642
"624",0.624,624,-0.0440328467498252
"625",0.625,625,0.111772964738969
"626",0.626,626,1.00948403896615
"627",0.627,627,0.731345828200981
"628",0.628,628,0.656808948161591
"629",0.629,629,1.48555703514413
"630",0.63,630,0.77973228426022
"631",0.631,631,0.384546811282101
"632",0.632,632,0.171303708182443
"633",0.633,633,1.19307240688062
"634",0.634,634,1.30393101953686
"635",0.635,635,1.42639703173215
"636",0.636,636,0.0332287253186648
"637",0.637,637,0.225857461143414
"638",0.638,638,1.08996313094583
"639",0.639,639,1.04795042708125
"640",0.64,640,1.0957084612079
"641",0.641,641,-0.720410178849277
"642",0.642,642,0.226590720685475
"643",0.643,643,1.02683979390019
"644",0.644,644,0.666064287074724
"645",0.645,645,0.365919566410063
"646",0.646,646,0.439141746550836
"647",0.647,647,0.643452141500971
"648",0.648,648,1.4958567302215
"649",0.649,649,0.72124777970346
"650",0.65,650,0.805580189257025
"651",0.651,651,1.79039366714419
"652",0.652,652,1.19573538579014
"653",0.653,653,-0.150969643439595
"654",0.654,654,0.0756787168938241
"655",0.655,655,0.503302152561214
"656",0.656,656,-0.188947035859286
"657",0.657,657,-0.190151695674702
"658",0.658,658,0.516130354688835
"659",0.659,659,1.63027360602642
"660",0.66,660,0.543296934146302
"661",0.661,661,0.237328099572283
"662",0.662,662,-0.0259680791650296
"663",0.663,663,1.22670158541315
"664",0.664,664,2.17273128443673
"665",0.665,665,1.11428262943028
"666",0.666,666,0.16603341081893
"667",0.667,667,1.64756717423502
"668",0.668,668,0.618996546776975
"669",0.669,669,1.1421529072268
"670",0.67,670,0.3723129942985
"671",0.671,671,1.39141795396159
"672",0.672,672,1.87176681044398
"673",0.673,673,0.421110677269777
"674",0.674,674,0.705771296560836
"675",0.675,675,1.24063729364641
"676",0.676,676,-0.587407775357995
"677",0.677,677,0.960120831679337
"678",0.678,678,1.1664905043305
"679",0.679,679,1.46556195734129
"680",0.68,680,0.639476396138216
"681",0.681,681,0.834702670932566
"682",0.682,682,1.25573673131793
"683",0.683,683,0.759975438519574
"684",0.684,684,0.19140061954337
"685",0.685,685,1.03340518100463
"686",0.686,686,0.811416409373104
"687",0.687,687,1.43234037782982
"688",0.688,688,1.58339213312409
"689",0.689,689,0.242173171121036
"690",0.69,690,1.11994046130901
"691",0.691,691,-0.44716564036465
"692",0.692,692,0.930289763935514
"693",0.693,693,0.998917439045284
"694",0.694,694,0.600704959775392
"695",0.695,695,0.986993392039272
"696",0.696,696,-0.1471983471938
"697",0.697,697,0.46307932880954
"698",0.698,698,0.107752011820833
"699",0.699,699,1.74010933712979
"700",0.7,700,0.483395895488479
"701",0.701,701,0.510184229707139
"702",0.702,702,1.69105137067747
"703",0.703,703,1.36626692625334
"704",0.704,704,0.495191564317618
"705",0.705,705,0.778087700537432
"706",0.706,706,-0.451610459383974
"707",0.707,707,0.415065469102469
"708",0.708,708,0.902636894565374
"709",0.709,709,1.10390713764878
"710",0.71,710,0.426663691200014
"711",0.711,711,-1.00795536607713
"712",0.712,712,2.45957772745794
"713",0.713,713,0.0422527952331121
"714",0.714,714,1.72381261834713
"715",0.715,715,0.909679716811468
"716",0.716,716,-0.170181873754562
"717",0.717,717,2.05140093787228
"718",0.718,718,0.409230554523675
"719",0.719,719,0.977313499995972
"720",0.72,720,1.54347610897966
"721",0.721,721,1.31613169966997
"722",0.722,722,0.902227816126192
"723",0.723,723,1.10666456790991
"724",0.724,724,1.73939734631698
"725",0.725,725,0.555737882266686
"726",0.726,726,0.110221230007055
"727",0.727,727,1.67875549430351
"728",0.728,728,0.673446896867478
"729",0.729,729,2.40419531300686
"730",0.73,730,0.595833350515723
"731",0.731,731,0.616000773278771
"732",0.732,732,0.749640856838296
"733",0.733,733,0.443412471748758
"734",0.734,734,0.348757258480147
"735",0.735,735,-0.771732079343573
"736",0.736,736,2.00528818295053
"737",0.737,737,0.0344901206113503
"738",0.738,738,1.42647133230999
"739",0.739,739,0.326776817890459
"740",0.74,740,1.22943697996412
"741",0.741,741,0.590117873741048
"742",0.742,742,0.736246174008149
"743",0.743,743,0.221048662997844
"744",0.744,744,0.199808352660811
"745",0.745,745,-0.301403235307833
"746",0.746,746,0.563520119662739
"747",0.747,747,0.237853107757571
"748",0.748,748,-0.0397381129499823
"749",0.749,749,-0.0362190139332375
"750",0.75,750,-0.642180425033498
"751",0.751,751,0.0434619414575396
"752",0.752,752,0.109382905591162
"753",0.753,753,0.00570217958730723
"754",0.754,754,1.16152676677686
"755",0.755,755,0.803576043623858
"756",0.756,756,1.46094858366226
"757",0.757,757,0.768733536226002
"758",0.758,758,1.38544287258012
"759",0.759,759,0.0475678128685627
"760",0.76,760,1.16014537069373
"761",0.761,761,0.750761495888137
"762",0.762,762,0.731860660300616
"763",0.763,763,1.00099814377174
"764",0.764,764,0.326348770114764
"765",0.765,765,-0.317102575603635
"766",0.766,766,0.731382629496573
"767",0.767,767,0.510757971447449
"768",0.768,768,1.33873281065129
"769",0.769,769,0.237135114103638
"770",0.77,770,1.32023568916335
"771",0.771,771,0.402010547165831
"772",0.772,772,1.65238025852084
"773",0.773,773,1.77553860606033
"774",0.774,774,0.479455034180054
"775",0.775,775,1.65724171531986
"776",0.776,776,1.96011167886303
"777",0.777,777,1.36020168723825
"778",0.778,778,-0.263428387664715
"779",0.779,779,2.05457880057501
"780",0.78,780,-0.257675019191045
"781",0.781,781,-0.173880950741556
"782",0.782,782,2.28761645352259
"783",0.783,783,1.01995338290022
"784",0.784,784,0.459391412677267
"785",0.785,785,0.93074518229501
"786",0.786,786,0.170963970126822
"787",0.787,787,1.24070980785242
"788",0.788,788,0.676687178482116
"789",0.789,789,1.5758220092486
"790",0.79,790,0.543433420915024
"791",0.791,791,1.88962963063884
"792",0.792,792,1.24249807495476
"793",0.793,793,0.06753113530433
"794",0.794,794,0.587367238472175
"795",0.795,795,0.540213084984858
"796",0.796,796,0.426272534720897
"797",0.797,797,1.15626936360286
"798",0.798,798,0.853770855292699
"799",0.799,799,0.684368061421827
"800",0.8,800,0.426905594078406
"801",0.801,801,-0.465603244574997
"802",0.802,802,1.22898016370178
"803",0.803,803,-0.201206531425332
"804",0.804,804,1.67591974955824
"805",0.805,805,2.00499106327791
"806",0.806,806,1.16861892805064
